,Заказ,Сообщение,МВЗ,Описание,Номер адреса,Дата изменения,Время изменения,ОснСредство,Субномер,СостПослеМеропр,СостПрУсПслНеис,СостПрУсДоНеисп,Отв. раб.место,Завод РабМесто,Вид приоритета,Воздействие,Монтажный узел,Название узла,ПроизвУчасток,СоответЕдОборуд,Ссылочная дата,Ссылочное время,Ссыл. дата кл.,Ссылка клиента,СоотвТехМесто,БЕ,Город,Район,Страна,ДатаТехКонтроля,ДанныеУстройств,Поле сортировки,Время создания,Бизнес-сфера,Вид работы ТОРО,Мстплж/Контир,Подробный текст,ГрупПлановик,ТехКонтроль,Планир. завод,ТоргДокумент,Позиция,КЕ,Текст кода код.,ТекстГруппКодов,Клиент,Название,Материал,Единица,Помещение,Время сообщения,Имя списка,Номер объекта,СтатСтранОбмена,ОбозначИсполнит,ОбозначИсполнит.1,Исполнитель,Исполнитель.1,Описание.1,Почтовый индекс,Приоритет,Приоритет.1,Кодирование,Дата закрытия,Дата сообщ.,ГрупКодов,Автор сообщения,Время закрытия,Каталог/КодТОРО,Регион,Ревизия,Серийный номер,Сектор,Местоположение,Улица,ЗаводРасплТехОб,Телефон,Завод РабМеста,Заказ клиента,ДоступПслМеропр,ДоступнПслНеисп,ДоступнДоНеиспр,Отдел сбыта,Группа сбыта,СбытовОрганизац,Канал сбыта,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Полном. на изм.,Логич. система,Лог. система,ИндНаличПрикрДокум,БазисОкнч Заказ ТОРО,БазисНач Заказ ТОРО,КраткТекст ЗаказТОРО,Название модели,Модель,Дата приемки в экспл,Дата окончания выпол,Время окончания выпо,Отклонение окончания,Класс ЕО,Наименов класса ЕО,Продолжительность пр,Счетчик группы ТК,Группа ТК,Тип ТК,Код части объекта,КодКартиныПоврежд,ГрпКодовЧастейОбъект,ГрпКодовКартПовреж,Часть объекта,Картина повреждения,НазвГрупПричОтказ,НазвГрупЧастОбъект,НазвГрупКартПовр,Код причины отказа,ГрпКодовПричОтказа,Подроб. текст (комм),Время приемки в эксп,ID пересек. сообщен.,Отклонение окончания.1,Дата пуска MES,Время пуска MES,СистСтатус ЗаказТОРО,ПолзСтатус ЗаказТОРО,Вид заказа TOPO,Причина отказа,Корневое ТМ,Название корневого,Описание.2,ПользовСтатус,ПродолжПростоя,Отказ,Вид сообщения,Нач. неисправн.,Нач.неиспр.(вр),Конец неисправ.,Оконч. неиспр.,СистемнСтатус,Создал,Автор изменения,Дата создания,Требуем. начало,ТребВремяНачала,ТребуемЗавершен,ТребВремяОконч,Ед. оборудов.,Техместо
1271,1100375383.0,7100376619,1112011420,Экскаватор электрический ЭКГ-10 №28,,2022-01-12,13:50:30,101060011426.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-12,13:50:30,,,,1100,,,,,,28,05:50:14,,ТР,1557005,,100.0,,1100,,0,1000,,,,,,Ч,5641.0,09:50:11,,QM007100376619,,,,,,Экскаватор электрический №28,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-01-10,2022-01-10,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,74,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ДЕБЛ ДВМА ДМНП ПКАЛ ПРВВ,СГГС ГИП  ГОД  МЕС  МТРЦ НЕД  ПЗТГ ТКБЕ*,APP1,,,,ТР ковша,,0.0,,A1,2021-04-08,15:01:32,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,BUZNIKAV,2021-03-10,2022-01-10,07:00:00,2022-01-10,11:00:00,100000063333.0,11-RUD-BLAG-UGBL-E102
1272,1100375386.0,7100376632,1112011420,Экскаватор электрический ЭКГ-10 №28,,2022-01-15,07:07:38,101060011426.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:07:38,,,,1100,,,,,,28,05:50:23,,ЗМН,1557011,,100.0,,1100,,0,1000,,,,,,Ч,5641.0,09:50:23,,QM007100376632,,,,,,Экскаватор электрический №28,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-12-02,2022-12-01,Ремонт ковша,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,ЗУ,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Замена футеровка,,0.0,,A1,2021-07-27,14:50:51,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-12-01,09:00:00,2022-12-02,09:00:00,100000063333.0,11-RUD-BLAG-UGBL-E102
1273,1100375385.0,7100376631,1112011420,Экскаватор электрический ЭКГ-10 №28,,2022-01-15,04:32:25,101060011426.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,04:32:25,,,,1100,,,,,,28,05:50:22,,ТР,1557009,,100.0,,1100,,0,1000,,,,,,Ч,5641.0,09:50:18,,QM007100376631,,,,,,Экскаватор электрический №28,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-10-14,2022-10-10,ТР ходовой части,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,85,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,СГГС ГИП  ГОД,APP1,,,,ТР ходовой части,,0.0,,A1,2021-08-29,07:33:58,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-10-10,09:00:00,2022-10-14,09:00:00,100000063333.0,11-RUD-BLAG-UGBL-E102
1274,1100374633.0,7100375899,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:06:27,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:06:27,,,,1100,,,,,,32,04:10:40,,ТР,1555798,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:10:35,,QM007100375899,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-12-30,2022-12-29,ТР пневмосистемы,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,ТП,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,ТР пневмосистемы,,0.0,,A1,2021-08-29,07:18:33,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-12-29,09:00:00,2022-12-30,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1275,1100374635.0,7100376161,1112011420,Экскаватор электрический ЭКГ-10 №32,,,00:00:00,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2021-03-10,04:10:51,,,,1100,,,,,,32,04:10:51,,ТР,1555822,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:10:47,,QM007100376161,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-08-16,2022-08-13,ТР рабочего оборудования,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,Р0,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,СГГС ГИП  ГОД,APP1,,,,ТР рабочего оборудования,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,VOLTOVADS,,2021-03-10,2022-08-13,09:00:00,2022-08-16,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1276,1100374638.0,7100376164,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:11:20,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:11:20,,,,1100,,,,,,32,04:11:04,,ТР,1555828,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:10:59,,QM007100376164,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-11-12,2022-11-11,ТР ходовой части,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,85,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,СГГС ГИП  ГОД,APP1,,,,ТР ходовой части,,0.0,,A1,2021-04-08,15:10:44,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-11-11,09:00:00,2022-11-12,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1277,1100374639.0,7100376165,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-17,16:57:19,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-17,16:57:19,,,,1100,,,,,,32,04:11:59,,ТО1,1555830,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:14,,QM007100376165,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-11,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ДЕБЛ ДВМА ДМНП ПКАЛ ПРВВ,СГГС ГИП  ГОД  МЕС  МТРЦ НЕД  ПЗТГ СРОЧ*,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:18:53,,00:00:00,ЗКПР СОРА,VOLTOVADS,KRANYADV,2021-03-10,2022-01-11,00:00:00,2022-01-13,00:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1278,1100374920.0,7100376166,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-15,06:03:21,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,06:03:21,,,,1100,,,,,,32,04:12:01,,ТО1,1555832,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:17,,QM007100376166,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-03-18,2022-03-16,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2022-01-14,13:05:08,,00:00:00,ЗКПР СОРА,VOLTOVADS,KHRAPATYYIV,2021-03-10,2022-03-16,09:00:00,2022-03-18,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1279,1100374921.0,7100376167,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-15,06:04:32,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,06:04:32,,,,1100,,,,,,32,04:12:04,,ТО1,1555834,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:19,,QM007100376167,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-04-03,2022-04-01,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2022-01-15,10:04:07,,00:00:00,ЗКПР СОРА,VOLTOVADS,KHRAPATYYIV,2021-03-10,2022-04-01,09:00:00,2022-04-03,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1280,1100374922.0,7100376168,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:46,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:46,,,,1100,,,,,,32,04:12:07,,ТО1,1555836,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:21,,QM007100376168,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-05-16,2022-05-14,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2022-01-14,13:04:16,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-05-14,09:00:00,2022-05-16,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1281,1100374923.0,7100376169,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-17,11:24:56,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-17,11:24:56,,,,1100,,,,,,32,04:12:09,,ТО1,1555838,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:24,,QM007100376169,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-03-03,2022-03-01,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:19:33,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-03-01,09:00:00,2022-03-03,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1282,1100374924.0,7100376170,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:46,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:46,,,,1100,,,,,,32,04:12:12,,ТО1,1555840,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:27,,QM007100376170,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-04-23,2022-04-21,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2022-01-14,13:03:56,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-04-21,09:00:00,2022-04-23,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1283,1100374925.0,7100376171,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:46,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:46,,,,1100,,,,,,32,04:12:15,,ТО1,1555842,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:30,,QM007100376171,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-06-30,2022-06-28,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:19:48,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-06-28,09:00:00,2022-06-30,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1284,1100374926.0,7100376172,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:18,,ТО1,1555844,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:33,,QM007100376172,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-07-13,2022-07-11,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-07-11,09:00:00,2022-07-13,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1285,1100374927.0,7100376173,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:21,,ТО1,1555846,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:36,,QM007100376173,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-08-06,2022-08-04,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:20:12,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-08-04,09:00:00,2022-08-06,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1286,1100374928.0,7100376174,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:23,,ТО1,1555848,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:38,,QM007100376174,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-09-13,2022-09-11,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:20:25,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-09-11,09:00:00,2022-09-13,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1287,1100374929.0,7100376175,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:26,,ТО1,1555850,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:40,,QM007100376175,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-10-06,2022-10-04,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-10-04,09:00:00,2022-10-06,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1288,1100374930.0,7100376176,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:29,,ТО1,1555852,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:42,,QM007100376176,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-10-30,2022-10-28,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:20:38,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-10-28,09:00:00,2022-10-30,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1289,1100374931.0,7100376177,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:32,,ТО2,1555854,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:45,,QM007100376177,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-01,Техническое обслуживание 2,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О2,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 2,,0.0,,A1,2021-08-29,07:20:52,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-02-01,09:00:00,2022-02-05,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1290,1100374932.0,7100376178,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:35,,ТО2,1555856,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:51,,QM007100376178,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-08-31,2022-08-27,Техническое обслуживание 2,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О2,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,СГГС ГИП  ГОД,APP1,,,,Техническое обслуживание 2,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-08-27,09:00:00,2022-08-31,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1291,1100374933.0,7100376179,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:08:47,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:08:47,,,,1100,,,,,,32,04:12:38,,ТО3,1555858,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:11:55,,QM007100376179,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-06-08,2022-06-04,Техническое обслуживание 3,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О3,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,СГГС ГИП  ГОД,APP1,,,,Техническое обслуживание 3,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-06-04,09:00:00,2022-06-08,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1292,1100374934.0,7100376180,1112011420,Экскаватор электрический ЭКГ-10 №32,,2022-01-14,09:09:44,101060017560.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-14,09:09:44,,,,1100,,,,,,32,04:12:48,,ЗМН,1555860,,100.0,,1100,,0,1000,,,,,,Ч,5644.0,08:12:48,,QM007100376180,,,,,,Экскаватор электрический №32,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-12-14,2022-12-13,Ремонт ковша,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,ЗУ,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ДЕБЛ ДМНП ПКАЛ ПРВВ,СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Замена футеровка,,0.0,,A1,2021-07-27,14:53:32,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKOLAEVIV,2021-03-10,2022-12-13,09:00:00,2022-12-14,09:00:00,100000063336.0,11-RUD-BLAG-UGBL-E103
1801,1100385657.0,7100386492,1112011420,Экскаватор электрический ЭКГ-10 №22,,2022-01-18,09:00:41,101060003606.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-18,09:00:41,,,,1100,,,,,,22,10:09:01,,КР,1678029,,100.0,,1100,,0,1000,,,,,,Ч,448.0,14:09:00,,QM007100386492,,,,,,Экскаватор электрический №22,,,,,,2021-04-06,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-11-07,2022-10-01,К Экскаватор ЭКГ-10 №22,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,КР,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ДЕБЛ ДМНП НКС  ПКАЛ ПРВВ,СГГС ГИП  ГОД  КРМТ МТРЦ ТКБЕ,APP1,,,,Капитальный ремонт,,0.0,,A1,2021-04-06,14:22:22,,00:00:00,ЗКПР СОРА,VOLTOVADS,NIKIFOROVKV,2021-04-06,2022-10-01,00:00:00,2022-11-07,16:00:00,100000061735.0,11-RUD-BLAG-UGBL-E101
